ID,Size,OG,FG,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,ABV
7,20.82,1.029,1.007,0,2.72,28.39,60,1.021,80,4,2.84
27,20.82,1.029,1.007,0,2.31,28.39,60,1.021,70,1.5,2.85
43,5,1.028,1.006,0,6.02,6.25,60,1.022,35,3,2.85
162,18.93,1.04,1.018,31.54,50,28.39,90,1.027,33,1.5,2.86
45,15.14,1.03,1.009,44.83,6.27,24.61,60,1.019,35,1.5,2.86
9,20,1.028,1.006,0,6.12,26,60,1.021,35,3,2.87
9,20.82,1.028,1.007,0,2.39,28.39,60,1.021,35,1.5,2.87
4,20.82,1.028,1.006,52.08,9.84,28.39,60,1.02,35,1.5,2.88
162,18.93,1.028,1.006,25.79,42.83,23.47,60,1.023,35,1.5,2.88
9,20.82,1.028,1.006,18.51,4.58,28.39,60,1.021,35,1.5,2.88
132,19,1.029,1.007,60.19,40.45,16,60,1.035,35,3.1,2.88
169,19,1.029,1.007,20.92,4.46,22,60,1.025,35,3,2.89
143,21,1.03,1.008,25.25,18.84,25,60,1.026,35,3,2.89
4,20.82,1.029,1.007,0,13.67,28.39,90,1.021,35,1.5,2.89
9,18.93,1.029,1.007,97.25,11.89,28.39,60,1.02,35,1.5,2.89
7,20.82,1.03,1.008,83.45,6.52,28.39,60,1.022,35,1.5,2.89
141,20.82,1.031,1.009,20.99,14.05,28.39,60,1.023,70,1.5,2.9
18,20.82,1.027,1.005,23.27,13.98,28.39,60,1.02,35,1.5,2.9
86,28,1.029,1.007,20.76,12.57,28.5,90,1.029,35,3,2.9
7,3.79,1.03,1.007,58.84,2.23,5.68,60,1.02,80,1.5,2.91
9,18,1.022,1,0,11.83,19,30,1.021,78,5,2.91
138,26.5,1.039,1.017,18.8,15.07,34.83,120,1.03,82,1.5,2.92
27,45.42,1.03,1.008,1.49,3.04,49.21,15,1.028,55,1.5,2.92
108,22.71,1.03,1.007,14.05,14.83,18.93,60,1.036,35,1.5,2.92
24,20,1.03,1.008,32.7,7.47,28.5,60,1.021,35,2.8,2.93
7,25,1.028,1.005,57.21,15.8,28.5,90,1.024,85,3,2.94
114,18.93,1.03,1.008,25.89,35.3,24.61,60,1.023,35,1.25,2.94
169,21,1.026,1.004,29.39,6.29,26,60,1.021,35,3,2.94
10,19.87,1.027,1.005,41.24,7.75,23.66,60,1.023,35,1.5,2.94
10,19.87,1.027,1.005,20.32,9.5,23.66,60,1.023,35,1.5,2.94
7,21,1.028,1.005,113.77,7.62,28.5,60,1.02,35,3,2.95
27,20.82,1.032,1.009,3.42,2.23,28.39,90,1.023,72,1.5,2.95
111,18.93,1.03,1.008,22.95,11.63,34.07,90,1.017,65,1.5,2.95
19,20.82,1.029,1.007,23.71,36.7,28.39,60,1.022,35,1.5,2.95
123,20.82,1.032,1.01,20.38,3.21,26.5,60,1.025,80,1,2.96
93,3.79,1.028,1.005,41.55,50,11.36,60,1.009,35,2.5,2.96
157,24.61,1.031,1.008,29.3,4.65,32.18,90,1.024,70,1.5,2.96
105,39.75,1.032,1.009,13.26,16.21,43.53,60,1.029,85,1.4,2.96
7,20.82,1.032,1.009,101.93,5.51,28.39,60,1.023,35,1.25,2.96
9,25,1.03,1.008,0,3.17,28.5,60,1.026,50,3,2.96
157,20,1.03,1.008,30.78,6.72,28.5,60,1.021,35,3,2.96
82,221,1.03,1.008,0,2.78,250,60,1.027,75,6,2.96
10,12,1.027,1.004,46.42,5.84,12,60,1.027,35,3,2.96
65,20,1.033,1.01,102.83,9.3,24,80,1.027,35,3,2.97
27,20.82,1.031,1.008,1.53,2.31,21.77,60,1.029,75,1.5,2.97
169,28,1.032,1.01,10.67,7.19,28.5,60,1.032,35,3.1,2.97
7,23,1.028,1.006,66.43,6.01,33,60,1.02,35,3,2.97
111,21,1.03,1.008,10.99,4.6,28.5,70,1.022,35,3,2.97
27,9.46,1.03,1.008,5.23,2.86,11.36,50,1.025,70,1.25,2.98
111,20,1.031,1.008,38.84,8.67,26,60,1.024,72,3.31,2.98
45,13.25,1.03,1.007,12.96,2.73,18.93,60,1.021,60,1.5,2.98
14,21,1.027,1.005,27.4,4.7,25,60,1.023,80,2.5,2.99
134,4.92,1.028,1.006,33.43,4.38,5.5,60,1.025,35,2.39,2.99
39,20.82,1.03,1.008,0,9.49,28.39,60,1.022,35,1.5,2.99
10,23,1.03,1.008,46,6.16,26.8,60,1.026,84,3.1,2.99
10,20.82,1.03,1.008,0,8.5,26.5,60,1.024,35,1.5,2.99
2,56.78,1.033,1.01,0,2.89,56.78,0,1.033,35,1.5,2.99
7,30,1.03,1.008,50.51,4.57,40,60,1.023,35,3,2.99
9,18,1.033,1.01,16.38,12.94,22,60,1.027,60,3,3
39,20.82,1.03,1.007,0,29.23,28.39,60,1.022,35,1.5,3
9,21,1.029,1.006,37.66,3.84,28,60,1.022,35,3,3
7,21,1.028,1.005,65.99,4.54,30,60,1.02,35,1.5,3
9,19,1.027,1.004,34.62,3.2,26,60,1.02,70,3,3
150,13,1.03,1.007,0,7.52,16,60,1.024,65,3.2,3
7,23,1.03,1.007,0,7.72,28.5,60,1.024,35,3,3.01
10,18.93,1.03,1.007,61.75,3.95,26.5,60,1.021,35,1.5,3.01
53,19,1.034,1.012,32.2,16.1,28.5,60,1.023,60,3,3.01
82,20.82,1.031,1.008,6.03,3.48,28.39,45,1.023,65,2,3.01
27,25,1.031,1.008,5.67,2.66,18,60,1.043,65,3,3.02
12,20.82,1.03,1.007,52.08,50,24.61,60,1.025,35,2,3.02
6,37.85,1.031,1.008,35.93,14.69,47.32,60,1.025,35,1.5,3.02
92,20,1.028,1.005,59.38,19.71,26,90,1.022,50,2,3.02
7,6,1.028,1.005,73.01,5.72,10,60,1.017,35,3,3.02
9,20.82,1.029,1.006,9.07,2.17,28.39,90,1.022,72,1.5,3.02
27,18.93,1.032,1.009,2.82,2.67,20.82,10,1.029,65,1.5,3.02
27,20.82,1.03,1.007,6.03,2.26,27.75,60,1.023,85,1.4,3.03
27,20.82,1.031,1.008,0,2.64,28.39,60,1.023,80,1.5,3.03
27,45.42,1.031,1.008,2.43,2.8,47.32,20,1.029,75,1,3.03
9,12.49,7.8301,1.99465,0,20.16,12.49,60,7.8,75,1.5,3.03
157,22.71,1.033,1.01,119.32,6.93,28.39,60,1.027,35,1.25,3.03
11,18.93,1.031,1.007,46.09,37.87,22.71,60,1.025,35,2,3.03
9,7.57,1.035,1.012,17.89,18.56,13.25,60,1.02,45,1.5,3.03
140,22.71,1.03,1.007,21.68,14.77,26.5,60,1.026,25,1.5,3.04
7,20,1.03,1.007,74.86,10.87,28.5,60,1.021,35,2.5,3.04
8,23,1.031,1.008,75.45,50,28.5,60,1.025,35,2.5,3.04
9,21,1.031,1.008,0,4.05,28.5,60,1.023,35,3,3.04
53,37.85,1.033,1.01,13.26,18.63,49.21,60,1.025,74,1.5,3.04
27,9.46,1.032,1.008,3.94,2.53,13.25,60,1.023,70,1.5,3.05
27,22.71,1.033,1.009,3.35,2.81,28.39,10,1.026,70,1.5,3.05
53,18.5,1.031,1.008,24.5,20.19,25,60,1.023,35,4,3.05
7,30.28,1.043,1.019,32.14,5.06,18.93,30,1.053,58,1.5,3.05
105,20.82,1.032,1.008,16.37,13.08,22.71,60,1.029,81,1.5,3.06
105,25,1.036,1.013,15.29,19.85,30,60,1.03,75,3,3.06
105,20.82,1.033,1.01,18.63,12.44,35.2,180,1.02,73,1.25,3.06
27,22,1.03,1.006,7.5,2.92,25,60,1.026,52,3,3.06
157,20.82,1.032,1.009,24.13,5.37,28.39,60,1.024,70,1.5,3.06
118,52,1.029,1.005,33.91,6.19,58,60,1.026,68,3.1,3.06
123,20,7.58427,1.74943,22.71,3.41,24,60,6.3,65,3,3.06
134,21,1.032,1.009,66.8,4.75,28.5,90,1.024,35,3.1,3.06
53,20.82,1.031,1.007,14.06,19.49,24.61,60,1.026,72,1.7,3.07
24,24,1.029,1.006,10.05,13.13,24,90,1.029,35,3,3.07
39,21,1.031,1.008,0,8.61,28.5,60,1.023,35,3,3.07
9,10,1.029,1.006,11.25,2.96,13.5,60,1.022,70,3,3.07
92,20.82,1.031,1.007,50.33,19.12,28.39,60,1.023,35,1.5,3.07
9,40,1.03,1.007,9.68,5.01,48,60,1.025,65,3,3.07
12,1.89,1.027,1.003,18.45,7.42,3.03,60,1.017,72,1.5,3.07
9,22.71,1.031,1.008,0,2.42,28.39,60,1.025,75,1.5,3.07
27,20.82,1.031,1.007,3.93,2.31,28.39,105,1.023,75,1.25,3.08
27,19,1.031,1.008,5.53,2.63,21,20,1.028,63,3,3.08
93,60,1.032,1.009,34.31,32.96,70,60,1.028,53,2.7,3.08
10,18,1.03,1.007,45.9,5.09,22,60,1.025,35,3,3.08
75,11.36,1.038,1.015,15.2,10.93,15.14,60,1.029,65,1.5,3.08
7,22.71,1.028,1.005,68.32,8.96,28.39,60,1.023,65,1.33,3.08
169,18.93,1.031,1.008,18.01,6.18,22.71,60,1.026,35,1.5,3.08
27,20.82,1.031,1.007,0,2.37,22.71,15,1.028,75,1.5,3.09
27,11.36,1.031,1.007,30.73,3.12,11.36,20,1.031,70,1.5,3.09
19,30,1.029,1.005,0,47.19,28.5,60,1.03,35,2.5,3.09
27,11.36,1.031,1.008,1.69,2.26,11.36,0,1.031,75,1.5,3.09
27,22.71,1.033,1.009,1.25,2.59,26.5,0,1.028,70,1.5,3.1
123,30,1.031,1.007,22.82,2.58,35,60,1.026,75,4.2,3.1
9,18.93,1.031,1.007,6.74,1.99,24.61,90,1.024,75,2,3.1
118,24.61,1.034,1.011,12.3,6.93,28.39,60,1.03,70,1.2,3.1
6,37.85,1.032,1.008,12.89,13.43,43.53,90,1.027,75,11.5,3.1
9,20,1.027,1.003,38.32,3.85,20,90,1.027,75,3,3.1
124,18.93,1.032,1.008,35.34,5.56,28.39,60,1.021,35,0.9,3.1
170,27,1.03,1.007,9.13,2.33,34,90,1.024,75,5,3.1
105,41.8,1.032,1.008,22.14,21.45,46,90,1.029,70,4,3.1
54,38,1.034,1.01,32.18,5.93,41,60,1.031,35,3,3.1
53,25,1.036,1.012,17.45,18.16,32,60,1.028,72,3,3.1
111,10,1.031,1.008,24.7,5.22,15,60,1.021,35,3,3.1
7,20.82,1.031,1.007,67,6.26,28.39,60,1.022,35,1.5,3.1
105,1760.22,1.032,1.008,16.61,28.05,1877.56,60,1.03,80,1.2,3.11
10,18.93,1.032,1.008,48.7,6.62,56.78,60,1.011,35,1.5,3.11
157,3.8,1.029,1.006,0,6.34,3.8,60,1.029,35,3,3.11
105,60.57,1.033,1.009,8.43,21.69,49.21,60,1.041,70,2.1,3.11
9,18.93,1.031,1.007,16.59,5.08,26.5,60,1.022,35,1.5,3.11
53,20.82,1.032,1.009,20.99,18.51,28.39,60,1.024,72,1.5,3.11
27,22.71,1.032,1.008,0,2.5,28.39,90,1.025,70,1.5,3.11
27,1450,7.93948,2.02311,0,2.22,1450,60,7.9,85,3,3.11
27,22.73,1.03,1.006,2.04,2.31,28.5,60,1.024,70,3,3.11
7,19.87,1.03,1.006,21.22,15.21,28.39,60,1.021,72,1.25,3.12
31,21,1.03,1.007,40.23,8.66,28.5,60,1.022,35,1.85,3.12
10,14,1.03,1.006,94.54,7.55,19,60,1.022,35,2.5,3.12
7,20.82,1.032,1.008,43.8,5.03,28.39,90,1.023,75,1.5,3.12
152,20.82,1.031,1.007,94.79,4.6,28.39,60,1.023,35,1.5,3.12
10,21,1.032,1.008,50.48,11.34,25,60,1.027,35,3.33,3.12
27,20,1.031,1.007,0,2.36,20,15,1.031,76,3,3.12
49,40,1.03,1.007,33.96,4.1,38,60,1.032,35,3.3,3.12
27,37.85,1.031,1.007,2.81,2.32,37.85,0,1.031,82,1.33,3.12
7,18.93,1.031,1.007,70.64,10.56,24.61,60,1.024,35,1.5,3.13
53,13,1.035,1.011,25.1,21.34,16.5,60,1.028,75,3,3.13
7,20.82,1.031,1.007,55.71,10.52,34.07,60,1.019,35,1.5,3.13
9,41.64,1.031,1.007,0,49.43,49.21,60,1.026,35,1.5,3.13
54,16,1.031,1.007,34.09,8.42,16,60,1.031,35,3,3.13
105,23,1.034,1.01,23.94,24.38,28.5,60,1.028,75,2.5,3.14
9,25,1.033,1.009,30.85,3.27,25,15,1.033,80,3,3.14
118,24,1.035,1.011,31.8,8.54,25.5,60,1.033,70,2.7,3.14
27,20.82,1.032,1.008,3.92,2.7,28.39,90,1.023,65,1.25,3.15
27,25,1.031,1.007,3.39,2.51,25.5,15,1.03,70,5,3.15
86,20,1.03,1.006,69.87,9.89,32,60,1.019,35,1,3.15
71,20.82,8.07372,2.07817,13.85,17.58,28.39,60,6,70,1.33,3.15
20,21,1.029,1.005,35.22,4.72,28.5,60,1.021,35,3,3.15
7,37.85,1.031,1.007,60.82,6.07,49.21,60,1.024,35,1.5,3.15
27,18.93,1.032,1.007,7.16,2.53,24.61,60,1.024,70,1.25,3.16
7,3.79,1.031,1.007,44.23,9.7,5.68,60,1.021,85,1.25,3.16
27,56.78,1.032,1.007,0,2.51,57.73,20,1.031,70,2.3,3.16
105,475,1.032,1.008,28.01,18.61,490,60,1.031,75,1.5,3.16
67,18.93,1.037,1.013,19.96,24.64,22.71,60,1.031,70,1.25,3.16
105,475,1.032,1.008,0,18.61,490,60,1.031,75,1.5,3.16
1,20.82,1.032,1.008,53.52,16.26,28.39,60,1.024,35,1.4,3.16
169,18.93,1.032,1.008,17.78,5.98,28.39,60,1.022,35,1.5,3.16
42,21,1.03,1.006,36.43,11.9,28.5,60,1.022,35,3,3.16
105,20.82,1.034,1.01,21.53,19.99,28.39,60,1.025,70,1.25,3.16
27,28,1.032,1.008,7.41,2.42,32,15,1.028,70,3,3.16
27,23,1.032,1.008,4.24,2.51,12,60,1.061,75,6,3.16
53,23,1.03,1.006,27.56,24.12,30,60,1.023,75,3.5,3.16
82,24.61,1.032,1.008,4.08,2.57,28.39,60,1.028,70,1.25,3.17
53,10.5,1.033,1.008,16.94,18.6,12,60,1.028,70,2.5,3.17
11,41.64,1.032,1.008,32.74,6.45,49.21,60,1.027,35,1.5,3.17
141,25,1.035,1.01,14.14,15.32,28,60,1.031,75,2.5,3.18
134,20,1.029,1.005,33,3.78,24.4,90,1.024,35,2.9,3.18
53,22.71,1.036,1.012,8.01,18.59,30.28,120,1.027,70,1.65,3.18
27,20,1.032,1.007,8.38,2.38,27,60,1.023,78,3.2,3.18
9,19,1.033,1.008,27.85,23.25,23,60,1.027,77,1.5,3.18
111,22.71,1.031,1.006,77.62,30.07,28.39,60,1.025,35,1.5,3.19
157,37.85,1.031,1.006,0,8,47.32,60,1.024,35,1.5,3.19
105,14,1.035,1.011,23.56,18.99,28.4,60,1.017,77.6,4,3.19
9,20.82,1.031,1.007,0,25.84,28.39,60,1.023,70,1.5,3.19
134,9.46,1.032,1.007,30.59,4.98,11.36,60,1.026,35,1.5,3.19
9,20.82,1.03,1.006,0,50,28.39,60,1.022,35,1.5,3.19
53,18.93,1.037,1.012,24.58,16.05,11.36,60,1.045,70,1.5,3.19
143,13.25,1.035,1.01,14.09,33.64,15.14,60,1.03,70,1.5,3.19
169,20,1.032,1.008,0,4.11,26,60,1.025,70,3,3.19
105,20.82,1.034,1.01,14.61,13.4,25.55,90,1.028,74,1.25,3.2
68,18.93,1.035,1.01,34.12,5.39,26.5,60,1.025,75,1.4,3.2
157,51.1,1.036,1.012,30.01,9.89,45.42,60,1.04,85,1.2,3.2
27,11.4,1.032,1.008,0.82,2.45,11.9,0,1.031,75,2.5,3.2
82,18.93,1.032,1.008,12.44,3.01,22.71,45,1.027,70,2,3.2
53,20.82,1.038,1.013,23.27,24.05,26.5,60,1.03,75,1.5,3.2
157,20.82,1.035,1.011,17.82,11.28,32.18,60,1.023,70,1.5,3.21
12,25,1.032,1.008,69.97,38.83,30,60,1.027,35,3,3.21
156,23,1.034,1.01,0,3.42,4,60,1.195,35,3,3.21
123,22,1.033,1.008,34.89,2.76,28,80,1.026,75,1.6,3.21
105,45.42,1.037,1.012,20.01,18.79,52.62,60,1.032,80,1.25,3.21
53,18.93,1.037,1.012,24.58,16.3,24.61,60,1.028,70,1.5,3.21
53,900,1.033,1.008,17.9,19.73,1050,75,1.028,75,2.5,3.21
53,900,1.033,1.008,19.7,19.73,1050,60,1.028,75,3,3.21
134,40,1.031,1.006,30.18,2.12,48,90,1.026,95,3,3.22
53,20.82,1.033,1.008,23.45,15.89,28.39,60,1.024,75,1.5,3.22
175,18.93,1.032,1.008,18.47,6.12,24.68,60,1.025,35,1.25,3.22
7,17.03,1.044,1.02,33.03,4.8,20.82,30,1.029,65,1.5,3.22
134,37.85,1.034,1.009,32.32,6.06,28.39,90,1.045,72,1.5,3.22
53,20.82,1.032,1.007,15.74,15.26,28.39,60,1.023,76,1.25,3.22
53,21.77,1.035,1.01,17.52,15.75,24.61,60,1.031,75,1.45,3.22
49,20.82,1.034,1.009,21.09,3.43,28.39,60,1.025,72,1.5,3.22
45,26.5,1.033,1.008,14.8,2.07,28.39,60,1.031,85,1.5,3.22
4,35,1.03,1.005,27.59,9.43,38,60,1.027,77,3,3.22
67,40,1.032,1.008,32.67,3.77,45,60,1.029,75,3.5,3.22
7,10,1.033,1.008,1.7,6.3,18.5,60,1.018,35,3,3.22
7,22.71,1.031,1.006,0,6.32,25.55,90,1.028,35,1.5,3.22
53,41.64,1.037,1.012,17.84,20.63,54.89,60,1.028,68,1.33,3.23
9,23,1.033,1.008,18.56,11.19,27,60,1.028,70,2.5,3.23
27,20.82,1.032,1.008,3.56,2.46,28.39,60,1.024,80,1.5,3.23
10,22,1.033,1.008,32.81,5.75,27,60,1.027,70,3.1,3.23
9,41.64,1.033,1.008,0,3.2,49.21,60,1.028,70,1.5,3.23
53,21,1.034,1.009,19.21,27.92,25,70,1.028,80,8,3.23
9,20.82,1.032,1.007,60.7,7.64,28.39,60,1.023,35,1.5,3.23
53,7.57,1.037,1.012,17.89,18.56,13.25,60,1.021,48,1.5,3.23
92,18.93,1.034,1.009,43.44,17.6,28.39,90,1.023,35,1.5,3.24
10,10,1.036,1.011,40.66,5.66,12,60,1.03,73,6,3.24
67,40,8.48726,2.33809,0,7.37,50,90,6.8,35,3.1,3.24
105,23,1.033,1.008,17.38,20.29,26.5,60,1.029,75,2.7,3.24
118,20,1.033,1.008,28.86,9.7,25,60,1.026,72,2.5,3.24
53,20.82,1.038,1.014,8.56,21.68,28.39,60,1.028,65,1.5,3.24
118,20.82,1.038,1.014,29.73,7.06,26.5,60,1.03,70,1.4,3.24
140,20.82,1.034,1.009,15.74,20.05,28.39,60,1.025,72,1.5,3.24
105,22.71,1.036,1.012,9.49,22.49,26.5,60,1.031,70,2.1,3.24
27,18.93,1.032,1.007,0,2.58,24.23,60,1.025,70,1.5,3.24
45,20.81,1.031,1.006,20.39,1.96,26,90,1.024,75,1.5,3.25
169,27,1.031,1.007,8.05,2.37,33.8,90,1.025,75,4,3.25
157,26.73,1.036,1.012,30.96,7.65,32.4,60,1.03,78,1.5,3.25
155,18.93,1.045,1.02,58.96,40,28.39,60,1.03,37,1.1,3.25
27,20.82,1.032,1.008,7.34,2.43,28.39,60,1.024,72,1.3,3.25
105,24,1.036,1.011,21.84,20.6,28.5,70,1.03,80,2.7,3.25
111,18.93,1.033,1.008,49.48,8.16,26.5,60,1.024,35,0.9,3.25
40,20,1.037,1.012,44.89,7.2,30,60,1.025,70,2.5,3.25
66,9.46,1.032,1.007,35.41,26.17,13.25,60,1.023,85,1.5,3.25
27,21,1.032,1.007,5.7,2.29,28.5,60,1.024,70,3,3.25
27,22,1.032,1.007,7.86,2.84,28,60,1.025,75,2.5,3.25
10,21,1.031,1.006,73.04,4.05,28,60,1.023,35,3,3.25
27,45.42,1.031,1.006,4.62,3.22,49.21,15,1.028,60,1.5,3.26
114,20.82,1.033,1.009,33.04,26.63,28.39,90,1.025,50,1.25,3.26
157,20.82,1.036,1.011,27.08,8.23,28.39,60,1.026,70,1.5,3.26
118,35,1.029,1.004,41.13,24.15,40,60,1.026,70,2.5,3.26
70,20.82,1.033,1.008,7.69,4.99,28.39,30,1.024,75,1.5,3.26
30,20.82,1.03,1.005,49.57,8.37,30.28,90,1.02,35,1.5,3.26
49,21,1.033,1.008,43.48,3.98,28.5,90,1.024,75,3,3.26
123,20,1.029,1.004,23.33,3.01,33,60,1.017,70,3.5,3.27
141,20.82,1.033,1.008,20.99,18.3,28.39,60,1.024,75,1.5,3.27
7,20.82,1.033,1.008,39.98,5.75,27.44,60,1.025,35,1.5,3.27
40,50,1.031,1.006,19.69,5.77,58,60,1.026,35,3,3.27
129,71.92,1.037,1.012,45.49,50,81.39,60,1.032,35,1.5,3.27
118,11.36,1.035,1.01,27.14,4.81,13.82,60,1.028,70,1.5,3.27
53,17.98,1.035,1.01,18.95,17.36,22.71,60,1.028,75,1.5,3.27
9,18.93,1.031,1.006,19.39,1.99,18.93,90,1.031,75,1.5,3.27
7,30,1.035,1.01,146.85,15.52,28.5,60,1.037,75,3.1,3.28
155,18.93,1.037,1.012,10.08,9.59,28.39,60,1.025,65,1.5,3.28
169,17.98,1.034,1.009,116.56,7.59,24.61,60,1.025,35,1.5,3.28
7,21,1.031,1.006,31.65,20.63,28,60,1.023,50,3,3.28
118,13.25,1.035,1.01,34.37,12.56,18.93,75,1.025,75,1.5,3.28
134,21,1.031,1.006,0,4.36,28.5,60,1.023,70,3,3.28
27,47.32,1.03,1.005,3.33,2.44,51.1,60,1.028,75,1.5,3.28
7,20.82,1.033,1.008,99.38,6.73,28.39,60,1.024,35,1.5,3.28
53,20.82,1.032,1.007,14.59,13.78,24.61,90,1.027,72,1.33,3.28
141,22.71,1.036,1.011,20.39,15.42,28.39,60,1.029,70,1.5,3.29
27,19.5,1.033,1.008,5.81,2.4,28.5,60,1.023,80,3,3.29
27,18.93,1.031,1.006,3.02,2.82,22.71,45,1.026,73,1.5,3.29
7,18,1.033,1.008,0,8.58,28.5,60,1.021,35,3,3.29
7,26.5,1.034,1.009,224.06,6.03,28.39,60,1.032,35,1.5,3.29
141,20.82,1.038,1.013,20.99,13.63,24.61,60,1.032,85,1.25,3.3
141,39.75,1.034,1.009,16.4,19.19,49.21,90,1.028,70,1.2,3.3
155,20.82,1.035,1.01,35.8,8.37,28.39,60,1.026,35,1.5,3.3
48,7800,8.4113,2.14611,7.56,11.13,7800,90,8.4,75,3.1,3.3
67,23,1.031,1.006,22.07,7.73,28,90,1.026,70,3,3.3
138,30,1.035,1.01,16.68,17.52,35,60,1.03,60,2.4,3.3
6,15,1.03,1.005,20.72,39.77,18,60,1.025,35,3,3.3
75,21,1.031,1.006,24.21,5.02,28.5,60,1.023,35,3,3.3
118,13,1.038,1.013,34.93,10.22,16.5,60,1.03,75,3,3.3
139,20.82,1.037,1.012,17.65,14.93,28.39,90,1.027,70,1.5,3.31
157,20.82,1.036,1.011,26.02,6.66,28.39,60,1.026,70,1.5,3.31
27,18.93,1.034,1.008,0,3.99,22.71,60,1.028,70,1.5,3.31
27,12,1.034,1.009,6.25,2.8,15,90,1.027,65,4,3.31
79,20.82,1.032,1.007,20.11,3.87,28.39,60,1.024,72,1.5,3.31
9,20.82,1.034,1.008,35.46,6.25,26.5,60,1.026,70,1.5,3.31
24,25,1.029,1.004,80.68,19.34,30,60,1.024,35,3,3.31
9,26.5,1.033,1.008,5.55,2.34,30.28,15,1.029,84,1.5,3.32
118,20.82,1.034,1.009,27.76,11.35,26.5,60,1.027,75,1.25,3.32
75,10,1.032,1.007,18.76,4.88,15,60,1.022,35,3,3.32
7,45,1.044,1.018,18.82,2.46,40,60,1.049,75,3,3.32
27,25.36,1.032,1.006,0,2.96,26.5,60,1.03,70,1.4,3.32
165,20.82,1.036,1.011,18.69,3.47,26.5,60,1.028,70,1.4,3.32
123,56.78,8.51551,2.20021,26.05,2.75,68.14,120,7.1,75,4.75,3.32
27,22.71,1.033,1.008,2.88,2.85,26.5,60,1.028,73,1.5,3.32
169,50,1.032,1.006,11.2,6.35,50,80,1.032,50,3,3.32
118,22.71,8.19236,1.856,28.78,3.83,28.39,75,6.6,88,1.33,3.33
58,18.93,1.037,1.012,43.87,41.61,24.61,90,1.029,35,1.5,3.33
27,3.79,1.031,1.006,3.91,2.91,5.68,60,1.02,80,1.5,3.33
53,24,1.036,1.011,19.44,20.94,32,60,1.027,75,2.5,3.33
7,18.93,1.031,1.006,36.14,8.65,24.61,60,1.024,35,1.5,3.34
30,56.78,1.032,1.006,20.03,4.71,64.35,75,1.028,78,1.5,3.34
123,20.82,1.031,1.006,18.89,3.32,26.5,60,1.025,70,1.5,3.34
157,21,1.033,1.007,25.31,4.04,25,60,1.028,35,3,3.34
27,15,7.98424,1.61629,4.83,2.99,16.5,15,7.3,65,2,3.34
53,13,1.033,1.008,21.81,22.48,16,60,1.027,65,3.1,3.34
92,11.36,1.035,1.01,23.08,14.8,22.71,60,1.018,35,1.5,3.34
93,20.82,1.035,1.01,25.17,29.8,26.5,60,1.028,70,1.4,3.34
53,20.82,1.038,1.013,16.41,18.13,28.39,60,1.028,73,1.5,3.34
7,20.82,1.033,1.008,102.65,10.12,28.39,60,1.024,35,1.5,3.34
53,22.71,1.038,1.012,29.62,26.67,28.39,60,1.03,75,1.25,3.34
53,21,1.036,1.011,54.71,33.02,28.5,60,1.027,35,3,3.34
134,19,1.037,1.011,0,4.16,23,60,1.03,35,3,3.34
118,20.82,1.034,1.009,29.03,10.53,28.39,60,1.025,75,1.5,3.34
25,9.08,1.035,1.01,19.67,11.6,10.98,60,1.029,65,1.2,3.35
27,20.82,1.034,1.009,4.37,3.1,21.77,15,1.033,68,1.3,3.35
118,10,1.034,1.009,34.96,12.76,13,60,1.026,68,3,3.35
105,19.5,1.036,1.01,20.11,12.68,23.3,60,1.03,67,3,3.35
162,20.82,1.031,1.005,36.04,38.91,28.39,60,1.022,35,1.5,3.35
107,20.82,1.038,1.012,0,5.46,28.39,60,1.028,70,1.5,3.35
53,20.82,1.037,1.012,24.55,17.28,28.39,60,1.027,70,1.5,3.35
53,24.61,1.037,1.012,19.25,18.27,30.28,75,1.028,75,1.5,3.35
118,21,1.034,1.009,31.55,10.06,24,70,1.03,80,8,3.35
58,20.82,1.034,1.009,0,36.97,28.39,60,1.025,35,1.5,3.35
27,21,1.034,1.009,10.25,2.55,28.5,60,1.025,80,3,3.36
100,24.61,1.031,1.006,13.83,1.97,28.39,60,1.027,78,1.5,3.36
27,22.71,1.033,1.007,6.3,2.72,28.39,45,1.026,65,1.33,3.36
7,18.93,1.033,1.008,105.6,2.7,26.5,60,1.024,70,1,3.36
27,18.93,1.033,1.007,0,2.1,30.28,90,1.021,75,1.5,3.36
101,20.82,1.036,1.011,14.98,27.92,28.39,60,1.027,72,1.5,3.36
30,18.93,1.031,1.005,16.83,1.99,24.61,90,1.024,75,1.5,3.36
53,5.68,1.032,1.007,15.34,17.52,9.46,60,1.019,70,1.5,3.36
118,23,1.038,1.012,29.19,10.36,26.5,60,1.033,70,3,3.36
75,20.82,1.033,1.007,29.38,3.27,28.39,60,1.024,50,1.25,3.36
105,17.03,1.036,1.01,20.35,21.8,24.61,60,1.025,65,1.5,3.36
157,20,1.037,1.012,27.98,8.85,30,60,1.025,55,3,3.37
118,13,1.038,1.012,29.87,10.22,16.5,60,1.03,75,3,3.37
134,20.82,1.033,1.007,17.39,3.35,26.5,60,1.026,70,1.4,3.37
106,1760.22,9.43787,3.07878,8.34,2.9,1798.07,60,9.2,72,1.5,3.37
105,20.82,1.034,1.009,18.11,17.75,30.28,60,1.024,70,1.5,3.38
111,24.61,1.034,1.008,47.03,3.38,32.18,75,1.026,75,1.5,3.38
53,19.31,1.039,1.013,19.46,23,25.48,60,1.029,58,1.25,3.38
