Size,OG,FG,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,PitchRate,PrimaryTemp,ABV,IBU
18.93,1.075,1.019,36.04,26.5,60,1.054,70,1.1,0.5,18.89,7.43,84.85
11.36,1.047,1.011,25.33,17.03,60,1.031,70,1.5,0.35,15.56,4.74,32.3
20.82,1.087,1.029,14.04,24.61,120,1.074,75,1.5,1.25,18.33,7.61,52.58
20.82,1.064,1.013,12.75,28.39,60,1.047,68,1.5,0.35,20,6.7,22.24
43.53,1.055,1.013,11.86,51.1,60,1.047,80,1.25,1.25,21.11,5.61,24.47
30,14.9537,3.74311,4.47,35,60,12.9,85,3.5,0.5,10,6.3,61.94
18.93,1.058,1.015,21.18,23.19,60,1.048,70,1.5,0.35,19.44,5.65,29.63
23.5,1.044,1.012,12.08,27,75,1.038,90,4,0.35,18,4.21,23.96
20,1.087,1.024,25.57,29,90,1.06,70,2.55,1,19,8.28,26.36
50,1.049,1.015,4.12,57.5,90,1.043,70,5.2,1.25,15,4.51,30.05
20.82,1.078,1.014,6.96,26.5,60,1.062,70,1.5,1,20,8.41,87.62
3.79,1.114,1.029,40,5.68,60,1.076,65,1.5,0.35,18.33,11.25,85.4
22.71,1.07,1.014,9.1,26.5,60,1.059,70,1.5,1.75,18.33,7.33,30.6
20,15.302,3.40304,34.29,26.8,60,11.6,80,3.5,1,19,6.44,92.38
20.82,1.059,1.013,7.25,25.55,60,1.048,60,1.2,0.5,20,6.04,99.92
20.82,1.103,1.027,40,28.39,90,1.076,75,1.2,1.25,17.78,10.04,31.76
23,1.061,1.014,4.72,27,90,1.052,70,3,0.5,18,6.12,23.32
21.77,1.047,1.011,2.68,28.39,90,1.036,83,1.5,2,7.78,4.81,15.66
20.82,1.068,1.019,8.42,26.5,60,1.053,70,1.25,0.35,18.33,6.42,46.58
18.93,1.076,1.015,8.38,24.61,60,1.058,66,1.3,1,20,8.04,146.24
19.87,1.072,1.022,6.12,29.34,90,1.049,70,1.5,0.5,20,6.58,69
18.93,1.055,1.016,46.65,28.39,60,1.037,56,1.75,0.35,22.22,5.12,112.38
21.77,1.088,1.013,5.49,28.39,90,1.068,65,1.2,1,20,9.92,46.87
20.82,1.104,1.026,43.44,28.39,90,1.076,80,1.5,1.25,21.11,10.24,89.14
37.85,1.079,1.026,35.98,45.42,60,1.066,83,1.5,1.25,20,6.94,11.07
45.42,1.05,1.013,34.22,52.62,60,1.043,95,1.5,1.25,18.89,4.87,48.09
20.82,1.066,1.013,6.58,24.61,60,1.056,75,1.5,1,20,6.88,21.38
23,1.05,1.01,7.1,28.5,60,1.04,69,3,0.75,19,5.33,40.29
22.71,1.075,1.017,6.76,35.17,90,1.042,72,1.25,1,19.44,8.15,298.79
25,1.082,1.012,10.46,31,60,1.066,70,2.5,1,20,9.17,64.8
53,1.053,1.012,4.94,56.78,60,1.05,80,1.25,1,20,5.45,23.08
18.93,1.05,1.013,21.36,26.5,60,1.036,65,1.25,0.75,18.33,4.89,18.47
28.39,1.046,1.013,19.7,32.18,90,1.041,75,1.5,1.5,12.78,4.39,18.01
20.82,1.095,1.022,17.39,29.9,120,1.066,65,1.25,0.5,20,9.56,58.69
19.31,1.062,1.009,11.26,34.07,90,1.018,37,1.25,1.25,18.33,6.95,108.66
1760.22,14.1418,4.09873,3.12,2053.59,60,12.2,80,1.25,1.5,11.11,5.43,22.38
21,19.3603,4.58766,6.94,26,90,15.8,70,3,0.5,20,8.15,27.76
11,1.054,1.01,6.05,14.7,60,1.04,71,2.5,0.75,18,5.76,45.87
20.8,1.076,1.017,4.73,29.1,70,1.045,65,2.5,1,22,7.78,30.13
25,1.049,1.01,3.95,30,90,1.041,75,4.8,0.5,18,5.21,28.79
38,1.055,1.014,15.23,45,60,1.047,70,1.25,0.75,20,5.42,27.22
21,1.066,1.011,6.24,28,90,1.049,70,3,0.75,18,7.19,155.63
41.64,1.05,1.01,3.49,53,60,1.039,85,1.5,0.5,18.89,5.21,18.05
18.93,1.062,1.015,8.19,22.71,60,1.051,70,1.2,0.5,18.33,6.08,64.83
20.82,1.083,1.021,21.26,28.39,65,1.061,75,1.25,1.25,18.33,8.12,55.06
20.82,1.058,1.018,21.45,24.61,60,1.049,75,1.25,0.5,20.56,5.25,35.35
41.64,1.054,1.012,19.05,49.21,65,1.045,75,1.5,1.75,11.11,5.45,20.49
20.82,1.061,1.02,8.37,26.5,60,1.048,65,1.5,0.75,21.11,5.46,24.15
20,1.101,1.028,9.46,24,60,1.084,75,3,1.25,19,9.56,106.14
18.93,1.083,1.016,5.38,24.61,60,1.064,75,1.5,0.75,22.22,8.79,259.97
9.46,1.055,1.016,38.63,12.3,60,1.043,70,1.2,0.5,20,5.13,28.62
22.71,1.065,1.012,15.01,26.5,60,1.056,78,1.5,0.5,22.22,7.07,59.01
34.07,1.093,0.998,4.65,41.64,90,1.076,66.5,1.32,0.75,21.11,13.29,30.06
25,1.05,1.011,3.21,27.5,90,1.045,70,5,1.5,12,5.16,51.07
20.82,1.062,1.014,6.68,28.39,60,1.045,80,1.75,1,18.33,6.18,57.72
18.93,1.06,1.014,16.97,24.61,60,1.046,62,1.5,0.75,18.89,6.01,20.12
20.82,1.053,1.014,3.75,26.5,90,1.042,70,1.5,0.75,20,5.15,19.64
22.71,1.099,1.008,5.58,37.85,90,1.046,57,1.2,1.25,18.89,11.93,223.07
41.64,1.07,1.022,38.13,51.1,60,1.057,65,1.25,0.35,21.11,6.29,47.8
20.82,1.067,1.026,35.82,28.39,60,1.044,75,1.75,1,21.11,5.41,28.03
41.64,1.09,1.018,13.18,49.21,60,1.076,64,1.5,1,20,9.46,90.23
190,1.059,1.012,36.22,210,60,1.05,73,3,0.5,14,6.17,34.09
25,1.058,1.013,6.35,36,60,1.04,69,2.6,1,19,5.84,54.01
41.64,1.07,1.014,5.15,49.21,60,1.043,73,1.5,0.5,19.44,7.36,25.61
52,1.082,1.012,38.79,57,60,1.069,84,2.78,0.75,20,9.16,35.75
20,1.052,1.013,3.54,25,90,1.042,75,4,1,19,5.28,11.03
45.42,1.077,1.018,5.7,53,60,1.066,80,1.25,1.25,20,8.26,96.79
12,1.05,1.01,33.82,16,60,1.037,60,3.16,0.35,18,5.16,37.29
41.64,1.054,1.013,16.68,53,60,1.042,75,1.5,1.75,10,5.3,24.55
20.82,1.067,1.012,12.56,28.39,90,1.049,80,1.75,1,19.44,7.14,45.52
47,1.072,1.019,31.66,52,90,1.055,69,4,1,20,7.4,79.25
20.82,1.1,1.024,13.36,28.39,65,1.074,50,1.5,1.25,20,10.08,84.41
19.87,1.069,1.022,5.97,30.47,90,1.045,70,1.2,0.75,16.67,6.21,49.27
20.82,1.057,1.016,12.15,30.28,90,1.04,72,1.5,1,18.33,5.48,32.91
21.77,1.069,1.013,6.08,29.34,60,1.051,70,1.45,1.25,18.89,7.33,102.87
22.71,1.049,1.011,3,26.5,30,1.042,75,1.67,0.75,14.44,4.97,20.45
41.64,1.077,1.021,15.46,49.21,90,1.065,65,1.3,0.5,19.44,7.24,74.54
20.82,1.052,1.012,4.82,26.5,60,1.041,68,1.25,0.75,18.33,5.25,12.17
18.93,1.085,1.023,43.28,34.07,90,1.047,72,1.25,1,21.11,8.08,77.9
22.71,1.044,1.012,3.88,31.31,75,1.032,65,1.25,0.5,20,4.12,11.19
41.64,1.07,1.015,9.15,49.21,90,1.059,65,1.5,1,19.44,7.23,98.06
42,1.051,1.011,4.01,52,90,1.041,65,6,1.5,11,5.21,33.15
20.82,1.055,1.014,10.55,34.07,90,1.034,70,1.6,0.75,20.56,5.46,50
20,1.085,1.02,10.38,26,90,1.065,85,2.75,1.25,20,8.44,48.85
11.4,1.054,1.009,4.54,14.4,60,1.043,64,2.5,0.35,22,5.88,51.5
98.42,1.055,1.017,14.89,126.81,120,1.043,70,1.4,0.5,20.56,5.02,15.74
13.25,1.07,1.018,6.69,16.09,90,1.058,65,1.5,1.75,11.67,6.93,20.9
18.93,1.065,1.018,18.99,26.5,60,1.047,75,1.3,0.75,19.44,6.17,71.87
20.82,1.068,1.017,14.85,28.39,60,1.05,75,1.5,1,21.11,6.71,66.36
19.5,1.06,1.011,5.86,21.5,60,1.054,80,3,0.35,20,6.33,73.3
50,1.055,1.016,40,55,60,1.05,73,3,0.75,20,5.04,28.29
170.34,1.073,1.023,48.79,177.91,75,1.07,75,1.5,0.75,20,6.6,28.41
20.82,1.052,1.014,4.8,28.39,60,1.038,75,1.4,0.35,20.56,4.93,14.55
20.82,1.069,1.018,14.06,28.39,60,1.05,70,1.5,1,18.33,6.63,19.49
20.82,1.042,1.008,3.12,25.55,60,1.034,75,1.25,0.75,18.33,4.48,21.82
37.85,1.088,1.022,12.66,51.1,90,1.065,70,1.2,0.35,20,8.71,32.12
2300,1.039,1.007,4.83,2450,60,1.037,75,2.5,0.35,18,4.19,16.48
19.87,1.054,1.015,11.24,24.61,60,1.043,70,2.95,0.75,15.56,5.02,32.13
22.71,1.111,1.018,46.6,28.39,90,1.089,70,1.25,1,65,12.18,26.38
60,1.041,1.007,7.95,78,60,1.031,49,2.5,1.5,11,4.5,22.9
30.28,1.066,1.019,8.14,37.85,60,1.053,59,1.5,1,18.89,6.28,66.7
20.82,1.083,1.017,15.2,28.39,60,1.061,70,1.44,1.25,17.78,8.67,41.4
20.82,1.057,1.015,13.33,18.93,60,1.062,65,1.5,0.75,18.33,5.41,35.19
3.79,1.075,1.013,13.55,5.68,90,1.05,55,1.5,0.35,18.33,8.21,43.46
39.75,1.063,1.023,9.12,53,60,1.047,70,0.9,1.5,15.56,5.24,30.4
8.5,1.053,1.012,4.24,10.5,90,1.043,85,2.7,1,17,5.34,15.26
40,1.076,1.017,6.42,47,90,1.065,68,2.8,1.25,21,7.74,19.11
22.71,1.06,1.011,10.61,33.12,60,1.041,65,1.5,1.25,18.89,6.43,41.89
22.71,1.069,1.012,4.93,28.39,90,1.055,78,1.5,1.25,20,7.45,73.02
23,1.059,1.014,4.55,28,60,1.048,65,3.2,0.35,18,5.87,67.12
9,1.055,1.015,4.86,12,60,1.041,70,3,0.35,20,5.16,20.65
9,1.082,1.015,17.83,15,90,1.049,68,2.5,2,25,8.79,82.64
22.71,1.104,1.023,12.62,31.23,90,1.076,70,1.5,1,20,10.62,14.94
41.64,1.042,1.01,10.2,45.42,60,1.038,82,1.3,0.75,17.22,4.2,34.81
19.87,1.097,1.029,40,25.55,90,1.076,65,1.5,1.25,20,8.93,139.31
20.82,1.095,1.024,30.32,28.39,60,1.07,70,1.5,0.5,18.89,9.27,127.06
23.1,1.047,1.011,3.34,28,60,1.039,70,2.9,0.75,18,4.74,22.43
21.77,1.112,1.038,50,40.88,240,1.06,78,1.33,1.25,16.67,11.12,148.55
20.82,1.062,1.015,21.11,26.5,90,1.048,70,1.5,0.5,19.44,6.12,19.99
98.42,1.05,1.013,4.32,126.81,180,1.039,70,1.3,0.75,21.11,4.87,28.06
81,1.044,1.007,2.51,92,90,1.039,80,3,0.35,15,4.79,16.51
20.82,1.056,1.015,5.65,28.39,90,1.041,73,1.25,1.5,10,5.32,38.82
41.64,1.07,1.017,28.43,53,75,1.055,70,1.2,0.5,18.33,6.86,26.14
22.71,1.091,1.028,15.79,30.28,90,1.068,70,1.5,0.35,21.11,8.27,30.12
24.61,1.055,1.012,8.12,30.28,90,1.045,78,1.5,1,16.67,5.63,26.93
90,1.05,1.009,3.02,100,60,1.045,70,2.4,1.5,14,5.42,30.11
41.64,1.07,1.014,17.63,51.1,75,1.057,75,1.25,0.75,20,7.37,69.84
3.79,1.092,1.026,14.84,6.28,90,1.056,65,1.57,2,10,8.74,28.38
60,1.05,1.014,12.83,70,90,1.042,70,3,0.35,20,4.68,35.96
26,1.062,1.014,23.7,30,90,1.054,76,2.7,0.5,19,6.35,20.85
21.77,1.076,1.014,10.22,32.18,60,1.049,63,1.1,1,20,8.09,107.72
25,1.047,1.007,3.86,29,60,1.041,70,3.5,0.75,19,5.35,38.68
32,24.0462,5.4155,35.79,36,80,21.6,83,2.5,1,14,10.49,60.05
23,1.058,1.014,8.7,31,60,1.043,75,2.5,1,20,5.84,36.22
37.85,1.046,1.015,26.63,43.53,60,1.04,62,1.25,0.35,18.89,4.03,24.42
20.82,1.052,1.011,20.36,26.5,90,1.041,74,1.4,1.75,11.11,5.3,23.31
25,1.049,1.014,36.91,30,60,1.041,65,3.1,0.75,18,4.59,36.85
14,1.08,1.013,6.11,18.5,90,1.047,75,3.5,1,22,8.77,32.44
18.93,1.068,1.019,30.72,30.28,90,1.042,70,1.5,0.35,16.67,6.4,25.57
17.5,1.043,1.009,5.83,26,60,1.029,53,3,0.5,18,4.49,27.43
23,1.055,1.015,10.07,29,90,1.044,78,3,1.5,20,5.28,25.96
41.64,1.053,1.015,4,49.21,60,1.045,75,1.25,0.75,18.33,4.98,14.01
16,1.079,1.025,5.99,22,60,1.057,55.5,2,0.35,25,7.09,36.87
39,1.053,1.012,9.42,45,90,1.046,80,3,0.75,20,5.38,22.61
18.93,1.069,1.018,38.92,28.39,60,1.046,60,1.25,0.35,21.11,6.69,35.1
22.71,1.086,1.015,8.34,34.07,90,1.058,80,1.5,1,17.78,9.32,141.05
17.03,1.048,1.009,3.45,22.71,90,1.036,72,1.5,1.75,10,5.17,32.29
20.82,1.053,1.017,4.99,26.5,75,1.042,70,1.25,0.5,18.33,4.69,33.28
18.93,1.113,1.015,8.41,28.39,90,1.075,70,1.5,0.35,20.56,12.82,123.91
20.82,1.049,1.012,5.69,28.39,90,1.036,70,1.33,0.5,16.67,4.82,18.07
20.82,1.047,1.01,3.1,28.39,60,1.034,68,1.25,1.5,10,4.9,39.87
65,1.058,1.015,9.95,70,60,1.054,82,2.9,1.5,18,5.64,27.81
20.82,1.057,1.016,5.24,25.55,60,1.046,70,1.25,1,18.89,5.37,29.02
20.82,1.053,1.009,6.32,26.5,60,1.042,86,1.33,0.35,10,5.73,35.35
20.82,1.048,1.015,3.81,28.39,60,1.036,60,1.25,0.35,17.22,4.38,24.91
41.64,1.06,1.017,16.49,49.21,60,1.051,70,1.5,0.75,19.44,5.7,39.75
25,13.9531,2.84415,48.31,31.9,60,11,78,3.5,1,19,5.97,88.42
18.93,1.054,1.011,4.83,15.14,60,1.068,60,1.5,1.5,11.11,5.6,46.41
5.4,1.1,1.02,50,8,90,1.059,47,2.2,0.75,20,10.56,87.58
20.82,1.062,1.016,15.64,28.39,60,1.045,75,1.75,1,19.44,6.05,123.65
19.87,1.078,1.014,6.44,24.79,60,1.063,74,1.5,1,20,8.4,29.41
18.93,1.051,1.012,4.09,22.71,60,1.042,70,1.25,1,20,5.15,13.85
24.61,1.062,1.012,18.51,32.18,90,1.047,70,1.25,0.75,19.44,6.51,47.96
43.53,1.051,1.014,3.38,49.21,60,1.045,75,1.33,1.25,18.89,4.79,18.17
23,1.057,1.01,8.12,27,60,1.049,72,3,0.5,18,6.24,92.97
25,1.033,1.002,2.88,26,0,1.031,65,2.5,0.75,20,4.02,2.41
20.82,1.054,1.011,5.54,28.39,60,1.04,72,1.25,0.75,21.11,5.71,30.36
17.03,1.067,1.018,15.32,24.61,90,1.046,70,1.25,1.5,10,6.4,36.93
20.82,1.055,1.013,11.06,28.39,90,1.04,73,1.25,0.75,20,5.49,33.24
22,1.053,1.011,3.32,26,90,1.045,75,2.5,1.5,12,5.51,26.64
21.77,1.056,1.014,18.63,32.18,60,1.038,65,1.3,1,20,5.49,35.97
150,1.062,1.017,6.09,150,60,1.062,80,2.5,0.75,20,5.83,33.02
56.78,1.054,1.014,13.27,70.03,90,1.044,70,1.3,0.35,11.11,5.29,25.31
22.71,1.033,1.009,2.59,26.5,0,1.028,70,1.5,0.35,21.11,3.1,1.25
55,1.045,1.009,2.78,65,60,1.038,78,3,0.75,20,4.74,24.51
20.82,1.06,1.015,17.77,26.5,60,1.047,70,1.18,0.35,20,5.88,55.68
60.57,1.055,1.011,6.15,64.35,60,1.052,70,1.3,0.5,21.11,5.81,74.03
20,1.044,1.01,2.67,30,100,1.03,70,3,0.35,17,4.55,55.27
20.82,1.08,1.023,44.05,11.36,60,1.146,35,1.5,0.75,21.11,7.38,42.99
18.93,1.073,1.012,4.7,28.39,60,1.049,69,1.5,1.5,7.22,8,29.44
20.82,1.062,1.019,37.09,28.39,60,1.046,75,1.75,1,21.11,5.63,54.56
18.93,1.101,1.025,9.6,23.66,60,1.059,60,1.2,0.5,18.89,10.04,84.73
24,1.052,1.012,14.09,26,75,1.048,80,4,0.35,18,5.14,21.98
20.82,1.069,1.016,7.46,32.02,90,1.045,70,1.25,0.75,20,6.94,72.09
20.82,1.092,1.012,31.34,28.39,90,1.067,70,1.5,1,27.78,10.5,54.79
22.71,1.063,1.011,7.44,26.5,60,1.054,81,1.33,0.35,21.11,6.75,54.68
22.71,1.079,1.018,11.08,31.23,90,1.057,70,1.5,1,24.44,8,22.17
23,1.5,1.115,50,32,60,1.5,70,3,1.25,23,50.48,0.65
19.87,1.061,1.018,37.97,25.55,60,1.047,65,1.2,0.75,20.56,5.6,34.3
18.93,1.049,1.013,6.42,26.5,60,1.035,60,1.5,0.75,20,4.76,15.17
20.82,1.05,1.015,5.58,28.39,60,1.037,75,1.35,1.25,20,4.68,21.06
20.82,1.1,1.029,40,32.55,90,1.064,70,1.25,1.25,18.89,9.29,110.54
20.82,1.073,1.013,11.51,28.39,60,1.053,65,1.25,1.25,20,7.85,75.12
11.36,1.057,1.018,11.5,15.14,60,1.043,70,1.25,1.5,15.56,5.14,70.55
56.78,1.051,1.012,11.19,70.03,90,1.042,70,1.4,0.5,14.44,5.15,35.64
20.82,1.057,1.018,12.5,26.5,60,1.045,70,1.5,1.5,10,5.16,27.28
21,1.027,1.005,4.7,25,60,1.023,80,2.5,0.75,20,2.99,27.4
21.77,1.069,1.019,6.54,34.07,90,1.044,70,1.2,2,10,6.59,28.13
60,1.073,1.014,11.45,60,90,1.073,75,3,1.25,19,7.76,225.54
4.5,1.11,1.022,40,7,90,1.071,75,2.5,1.25,18,11.59,83.81
423.97,1.092,1.014,5.92,484.53,90,1.069,68,1.25,1,18.89,10.31,178.17
55,1.058,1.013,6.17,55,90,1.058,70,2,2,18,5.87,25.04
40,1.057,1.012,7.68,47.4,60,1.048,73,3,0.75,17,5.82,14.7
19.87,1.054,1.011,9.58,25.21,60,1.043,70,1.5,1,25.56,5.7,21.56
28,1.049,1.008,22,30,80,1.046,75,2.2,0.75,10,5.39,24.77
41.64,1.112,1.025,8.73,45.42,90,1.103,80,1.5,1.25,20,11.44,51.88
45.42,1.099,1.023,16.63,55.12,90,1.082,65,1.3,0.5,17.78,10.04,66.42
21.77,1.091,1.018,40,32.18,60,1.055,59,1.1,0.75,20,9.51,99.88
22.71,1.038,1.006,2.37,28.39,60,1.03,78,1.15,1.75,12.78,4.17,10.32
20.82,1.07,1.018,7.01,28.39,60,1.051,75,1.5,0.75,18.89,6.83,91.54
41.64,1.081,1.014,8.22,49.21,90,1.068,68,1.1,1,20,8.82,83.67
45.42,1.063,1.012,7.1,54.51,70,1.053,73,1.5,0.5,18.89,6.64,75.78
25,1.045,1.011,4.2,35,60,1.032,70,2.4,1.5,12,4.43,32.41
20.82,1.079,1.016,8.08,27.63,60,1.059,75,1.5,1.25,18.89,8.27,117.66
22.71,1.067,1.016,6.93,34.07,60,1.045,71,1.5,1.25,15.56,6.82,38.47
11.36,1.07,1.015,11.13,18.93,60,1.042,65,1.5,1,18.33,7.15,155.16
37.85,1.065,1.014,18.43,50.88,60,1.048,67,1.5,0.5,17.78,6.74,182.26
24.61,1.063,1.014,4.33,30.28,90,1.046,70,1.25,1,21.11,6.5,81.4
22.71,1.062,1.019,4.62,26.5,60,1.047,70,1.5,0.75,18.89,5.58,12.5
18.93,1.061,1.014,5.12,27.56,60,1.042,70,1.25,0.5,20,6.15,19.62
26.5,1.081,1.024,19.69,35.96,60,1.06,73,1.5,0.35,21.11,7.45,31.75
41.64,1.103,1.024,21.18,53,210,1.081,63,1,1,21.11,10.35,39.74
19.87,1.055,1.014,6.42,24.61,90,1.044,65,1.25,0.35,20,5.36,29.68
18.93,1.097,1.019,18.62,26.5,90,1.069,70,1.1,1.25,20,10.13,53.26
32,1.081,1.014,4.99,36,60,1.072,72,1,1,22,8.78,33.92
20.82,1.064,1.011,6.03,26.5,60,1.051,63,1.675,0.75,21.11,6.94,38.79
20,1.044,1.008,7.08,26,60,1.034,70,2.7,0.5,18,4.78,30.2
18.93,1.046,1.01,3.38,22.71,30,1.038,65,1.25,0.5,21.11,4.71,7.05
19.99,1.07,1.013,6.33,24.98,60,1.056,70,1.5,0.75,19.44,7.51,155.26
20.82,1.093,1.023,22.53,31.23,60,1.062,65,1.1,1,20,9.12,98.56
20.82,1.054,1.009,4.08,26.5,60,1.043,70,1.25,1,20,5.96,44.45
18.93,1.053,1.012,4.08,26.5,60,1.038,75,2,0.35,20,5.33,20.78
3.79,1.154,1.035,15.05,3.79,0,1.154,90,1.5,0.5,20,15.68,0
18.93,1.113,1.026,19,28.39,120,1.076,65,1,1.25,20,11.46,51.04
18.93,1.061,1.017,18.84,26.5,60,1.043,70,1.2,0.35,20,5.81,38.19
20.82,1.093,1.026,5.91,28.39,60,1.068,75,1.75,1,19.44,8.78,101.06
20.8,1.109,1.024,18.67,28.4,60,1.08,75,3.5,0.5,18,11.19,117.1
20.82,1.051,1.012,17.53,24.61,90,1.043,70,1.5,0.75,20,5.09,15.22
23,1.046,1.01,2.99,28,60,1.038,80,3,0.75,15,4.7,24.38
20.82,1.062,1.012,8.86,28.39,60,1.045,60,1.5,1.25,18.89,6.56,70.03
20.82,1.048,1.011,3.37,28.39,75,1.036,72,1,0.5,18.89,4.97,12.08
45.42,1.056,1.015,23.01,52.62,60,1.049,80,1.25,0.75,20,5.42,32.79
22.8,1.067,1.013,8.11,28.5,90,1.053,75,3.2,0.35,21,7.02,20.82
21,1.065,1.016,8.64,26,90,1.052,65,3,0.5,19,6.45,52.62
18.93,1.054,1.016,10.49,28.39,90,1.036,55,1.25,1.25,20,4.91,33.64
22.71,1.06,1.015,7.82,27.44,60,1.05,70,1.5,0.75,18.33,5.94,42.22
43.53,1.092,1.028,26.68,53,90,1.076,77,1.3,1.25,18.89,8.48,39.98
20.82,1.055,1.014,50,24.61,60,1.047,70,1,0.5,22.22,5.38,28.12
22,1.078,1.009,3.71,25.5,60,1.067,66,3,1,23,8.95,26.32
44,1.073,1.016,34.95,48,90,1.057,63,4,1,20,7.83,89.46
20.82,1.045,1.014,5.67,28.39,60,1.033,72,1.5,0.35,18.33,4.05,0
20.82,1.07,1.021,40,30.28,60,1.048,75,1.33,1,21.11,6.45,43.34
20.82,1.032,1.008,2.7,28.39,90,1.023,65,1.25,2,15.56,3.15,3.92
23,1.047,1.01,4.74,34.5,80,1.032,63,3,0.75,18,4.86,32.62
20.82,1.069,1.015,5.23,28.39,75,1.051,75,1.33,1,20,7.06,133.8
22.71,1.077,1.018,40,34.07,90,1.051,80,1.5,1,20,7.74,33.68
26,1.082,1.018,7.93,29,75,1.074,83,3,1.25,22,8.42,215.98
22,1.062,1.01,37.53,29.7,60,1.046,73,2.5,0.35,18,6.81,56.63
41.64,1.08,1.025,47.17,49.21,90,1.068,80,1.25,1,18.33,7.21,70.42
37.85,1.071,1.016,50,44.52,60,1.06,45,1.55,0.5,18.33,7.14,54.94
23,1.066,1.012,6.3,28.5,60,1.053,80,1.5,1,20,7.11,65.96
20.82,1.044,1.011,4.82,30.28,60,1.03,50,1.25,0.75,19.44,4.4,4.95
20.82,1.125,1.026,5.95,30.28,90,1.086,75,1.75,1.25,20,13.05,35.15
23,1.035,1.01,8.19,25.7,65,1.032,77,6.3,0.75,20,3.4,31.21
18.93,1.076,1.017,18.72,24.61,60,1.058,75,1.5,0.5,18.33,7.67,25.39
41.64,1.047,1.013,6.4,49.21,60,1.039,73,1.5,0.5,18.89,4.41,43.87
20.82,1.074,1.017,6.99,30.28,90,1.051,70,1.5,0.35,18.33,7.41,297.98
12,1.082,1.019,20.79,14,90,1.064,70,5,1.25,20,8.3,30.29
11.36,1.115,1.026,20.83,17.03,90,1.076,55,1.254,1.25,18.89,11.64,146.62
20.82,1.067,1.021,36.32,30.59,60,1.046,70,1.5,1,18.33,6.09,37.86
45,1.052,1.009,7.08,55,60,1.043,70,3,0.75,20,5.71,38.27
22.71,1.098,1.025,6.49,34.07,90,1.065,70,1.25,1.25,18.33,9.65,253.6
20.82,1.047,1.013,17.62,28.39,90,1.034,71,1.5,0.75,18.33,4.39,25.6
22.71,1.064,1.018,10.97,29.34,90,1.049,75,1,1.5,12.78,6.07,23.68
21,1.052,1.01,11.53,23,60,1.047,70,3,0.5,15,5.41,28.15
22,1.058,1.013,5.1,28.5,60,1.045,68,3,0.75,14,5.99,36.49
20.82,1.065,1.013,5.74,30.28,90,1.045,80,1.5,0.5,20,6.86,71.72
28.39,1.046,1.011,28.52,34.07,75,1.038,70,1.25,1.75,8.89,4.5,33.14
20.82,1.072,1.01,5.95,24.61,60,1.061,78,1.25,0.35,22.78,8.17,18.94
22.71,1.073,1.014,5.98,30.28,60,1.054,63,2,1,18.89,7.71,161.08
20.82,1.066,1.02,17.11,24.61,90,1.056,78,1.5,1,20,5.95,39.71
37.85,1.066,1.014,8.15,47.32,60,1.052,68,1.75,1,20,6.77,86.63
23,1.071,1.013,7.67,28.5,60,1.058,75,3.18,0.35,19,7.6,35.72
23,1.048,1.01,5.16,29,60,1.038,67,4.4,0.75,20,4.96,23.46
22,1.046,1.012,8.97,30,60,1.033,75,3,0.75,20,4.43,50.74
20.82,19.8155,6.64461,22.23,28.39,60,14.8,79,1.5,0.75,20,7.33,55.02
20.82,1.053,1.011,38.12,28.39,60,1.039,63,1.5,1,20,5.51,35.89
5.6,1.12,1.022,13.14,8.6,90,1.078,69,2.5,0.5,19,12.93,96.27
41.64,1.075,1.017,10.09,49.21,60,1.063,73,1.3,1,20,7.57,100.59
3.79,1.071,1.016,7.19,9.46,60,1.028,35,1.5,0.5,18.89,7.3,273.19
25,1.052,1.01,6.35,30,80,1.043,75,1.5,0.35,20,5.5,68.62
20.82,1.075,1.015,5.61,28.39,60,1.055,73,1.25,0.75,20,7.93,67.29
20.82,1.085,1.024,11.7,28.39,60,1.062,75,1,1,18.89,8.02,143.28
20.82,1.081,1.02,11.02,28.39,90,1.059,68,1.5,0.75,20.56,7.98,277.56
20.82,1.052,1.014,25.33,28.39,60,1.038,75,1.25,0.35,22.22,5.04,16.19
45.42,1.049,1.012,4.74,49.21,100,1.045,75,1.25,1.75,15.56,4.76,35.11
21.5,13.3268,3.58212,7.9,27,75,10.7,80,3,0.35,21,5.24,30.44
18.93,1.073,1.017,7.24,30.28,90,1.045,70,1.5,0.75,20,7.27,79.32
20.82,1.072,1.017,6.64,28.39,60,1.053,70,1.25,1,20.56,7.19,95.93
20.82,1.079,1.021,12.59,24.61,60,1.067,74,1.25,1.25,20,7.63,60.49
20.82,1.081,1.02,22.79,26.5,90,1.063,70,1.25,0.35,20,7.92,71.49
15,1.095,1.013,35.86,22.1,60,1.064,69,2.6,1,20,10.72,72.4
18.93,1.068,1.018,13.13,28.39,60,1.046,70,1.5,1.5,8.89,6.62,29.87
14.5,1.079,1.02,12.21,24,90,1.047,43,2,1,18,7.73,127.07
20.82,1.052,1.011,6.29,24.61,60,1.044,72,1.67,0.5,20.56,5.39,25
20.82,1.062,1.02,6.19,30.28,90,1.042,40,1.25,1,21.11,5.52,25.32
18.93,1.064,1.016,7.44,28.39,60,1.042,70,1.25,0.35,21.11,6.29,42.65
19.87,1.068,1.02,14.46,22.71,60,1.06,65,1.5,0.75,18.33,6.33,42.42
3.8,1.054,1.01,4.1,4.5,60,1.045,65,3,1.5,10,5.71,17.74
